code_3,code_1,script,name,family,type,tok_code,proxy,auto_assigned,default_code_1,default_script
nak,,Latn,Nakanai,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nan,,Hani,Min Nan Chinese,,SpaCyTokenizer,zh,TRUE,TRUE,FALSE,TRUE
nan,,Latn,Min Nan Chinese,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
nap,,Latn,Neapolitan,Indo-European,SpaCyTokenizer,it,TRUE,TRUE,FALSE,TRUE
naq,,Latn,Khoekhoe,Khoe-Kwadi,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nas,,Latn,Naasioi,South Bougainville,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nav,nv,Latn,Navajo,Eyak-Athabaskan,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
naw,,Latn,Nawuri,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nba,,Latn,Nyemba,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nbc,,Latn,Chang Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nbe,,Latn,Konyak Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nbl,nr,Latn,South Ndebele,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
nbq,,Latn,Nggem,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nbu,,Latn,Rongmei Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nca,,Latn,Iyo,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nch,,Latn,Central Huasteca Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ncj,,Latn,Northern Puebla Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ncl,,Latn,Michoacán Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ncq,,Laoo,Northern Katang,Austro-Asiatic,LaoTokenizer,,TRUE,TRUE,FALSE,TRUE
nct,,Latn,Chothe Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ncu,,Latn,Chumburung,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ncx,,Latn,Central Puebla Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ndc,,Latn,Ndau,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nde,nd,Latn,North Ndebele,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
ndh,,Latn,Ndali,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ndi,,Latn,Samba Leko,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ndj,,Latn,Ndamba,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ndo,ng,Latn,Ndonga,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
ndp,,Latn,Ndo,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nds,,Latn,Low German,Indo-European,SpaCyTokenizer,nl,TRUE,TRUE,FALSE,TRUE
ndy,,Latn,Lutos,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ndz,,Latn,Ndogo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
neb,,Latn,Toura (Côte d'Ivoire),Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nep,ne,Deva,Nepali (macrolanguage),,IndicNLPTokenizer,ne,FALSE,FALSE,FALSE,TRUE
nep,ne,Latn,Nepali (macrolanguage),,StanzaTokenizer,kmr,TRUE,TRUE,FALSE,FALSE
new,,Deva,Newari,Sino-Tibetan,IndicNLPTokenizer,hi,TRUE,TRUE,FALSE,TRUE
nfa,,Latn,Dhao,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nfr,,Latn,Nafaanra,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ngb,,Latn,Northern Ngbandi,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ngc,,Latn,Ngombe (Democratic Republic of Congo),Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ngl,,Latn,Lomwe,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ngp,,Latn,Ngulu,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ngu,,Latn,Guerrero Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nhd,gn,Latn,Chiripá,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nhe,,Latn,Eastern Huasteca Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nhg,,Latn,Tetelcingo Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nhi,,Latn,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nhk,,Latn,Isthmus-Cosoleacaque Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nho,,Latn,Takuu,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nhr,,Latn,Naro,Khoe-Kwadi,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nhu,,Latn,Noone,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nhw,,Latn,Western Huasteca Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nhx,,Latn,Isthmus-Mecayapan Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nhy,,Latn,Northern Oaxaca Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nia,,Latn,Nias,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nif,,Latn,Nek,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nii,,Latn,Nii,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nij,,Latn,Ngaju,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nim,,Latn,Nilamba,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nin,,Latn,Ninzo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nio,,Cyrl,Nganasan,Uralic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
niq,,Latn,Nandi,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
niu,,Latn,Niuean,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
niy,,Latn,Ngiti,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
njb,,Latn,Nocte Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
njm,,Latn,Angami Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
njn,,Latn,Liangmai Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
njo,,Latn,Ao Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
njz,,Latn,Nyishi,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nkf,,Latn,Inpui Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nki,,Latn,Thangal Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nko,,Latn,Nkonya,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nla,,Latn,Ngombale,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nlc,,Latn,Nalca,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nld,nl,Latn,Dutch,Indo-European,SpaCyTokenizer,nl,FALSE,FALSE,TRUE,TRUE
nlg,,Latn,Gela,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nma,,Latn,Maram Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nmf,,Latn,Tangkhul Naga (India),Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nmh,,Latn,Monsang Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nmo,,Latn,Moyon Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nmw,,Latn,Nimoa,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nmz,,Latn,Nawdm,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nnb,,Latn,Nande,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
nng,,Latn,Maring Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nnh,,Latn,Ngiemboon,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nnl,,Latn,Northern Rengma Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nno,nn,Latn,Norwegian Nynorsk,,SpaCyTokenizer,nb,FALSE,FALSE,TRUE,TRUE
nnp,,Latn,Wancho Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nnq,,Latn,Ngindo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nnw,,Latn,Southern Nuni,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
noa,,Latn,Woun Meu,Chocoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nob,nb,Latn,Norwegian Bokmål,,SpaCyTokenizer,nb,FALSE,FALSE,TRUE,TRUE
nod,,Thai,Northern Thai,Kra-Dai,ThaiTokenizer,,TRUE,TRUE,FALSE,TRUE
nog,,Cyrl,Nogai,Turkic,StanzaTokenizer,kk,TRUE,TRUE,FALSE,TRUE
non,,Latn,Old Norse,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nop,,Latn,Numanggang,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nor,no,Latn,Norwegian,Indo-European,SpaCyTokenizer,nb,FALSE,FALSE,FALSE,TRUE
not,,Latn,Nomatsiguenga,Maipurean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nou,,Latn,Ewage-Notu,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nov,,Latn,Novial,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nph,,Latn,Phom Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
npi,ne,Deva,Nepali (individual language),Indo-European,IndicNLPTokenizer,ne,FALSE,FALSE,TRUE,TRUE
npi,ne,Latn,Nepali (individual language),Indo-European,StanzaTokenizer,kmr,TRUE,TRUE,TRUE,FALSE
npl,,Latn,Southeastern Puebla Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
npo,,Latn,Pochuri Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
npy,,Latn,Napu,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nqo,,Nkoo,N'Ko,Mixed language,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
nre,,Latn,Southern Rengma Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nrf,,Latn,Jèrriais,Indo-European,SpaCyTokenizer,fr,TRUE,TRUE,FALSE,TRUE
nri,,Latn,Chokri Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nrm,,Latn,Jèrriais,Indo-European,SpaCyTokenizer,fr,TRUE,TRUE,FALSE,TRUE
nrm_narom,,Latn,Narom,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nsa,,Latn,Sangtam Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nse,,Latn,Nsenga,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nsm,,Latn,Sumi Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nsn,,Latn,Nehan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nso,,Latn,Pedi,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nss,,Latn,Nali,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nst,,Latn,Tase Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nsu,,Latn,Sierra Negra Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ntp,,Latn,Northern Tepehuan,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ntr,,Latn,Delo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ntu,,Latn,Natügu,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nuj,,Latn,Nyole,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
nus,,Latn,Nuer,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nuy,,Latn,Nunggubuyu,Australian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nuz,,Latn,Tlamacazapa Nahuatl,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nvm,,Latn,Namiae,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nwb,,Latn,Nyabwa,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nwi,,Latn,Southwest Tanna,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nwx,,Deva,Middle Newar,,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
nxd,,Latn,Ngando (Democratic Republic of Congo),Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nya,ny,Latn,Nyanja,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
nyf,,Latn,Giryama,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nyk,,Latn,Nyaneka,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nyn,,Latn,Nyankole,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
nyo,,Latn,Nyoro,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
nyu,,Latn,Nyungwe,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nyy,,Latn,Nyakyusa-Ngonde,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nza,,Latn,Tigon Mbembe,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nzi,,Latn,Nzima,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
nzm,,Latn,Zeme Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
obo,,Latn,Obo Manobo,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
oci,oc,Latn,Occitan (post 1500),Indo-European,SpaCyTokenizer,es,TRUE,TRUE,TRUE,TRUE
ogo,,Latn,Khana,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ojb,oj,Cans,Northwestern Ojibwa,Algic,WhitespaceTokenizer,,TRUE,TRUE,TRUE,FALSE
ojb,oj,Latn,Northwestern Ojibwa,Algic,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
oji,oj,Cans,Ojibwa,,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
oji,oj,Latn,Ojibwa,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
oke,,Latn,Okpe (Southwestern Edo),Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
oku,,Latn,Oku,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
okv,,Latn,Orokaiva,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
old,,Latn,Mochi,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
olo,,Latn,Livvi,Uralic,SpaCyTokenizer,fi,TRUE,TRUE,FALSE,TRUE
omb,,Latn,East Ambae,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
omw,,Latn,South Tairora,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ong,,Latn,Olo,Torricelli,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ons,,Latn,Ono,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ood,,Latn,Tohono O'odham,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
opm,,Latn,Oksapmin,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ori,or,Latn,Oriya (macrolanguage),,StanzaTokenizer,kmr,TRUE,TRUE,FALSE,FALSE
ori,or,Orya,Oriya (macrolanguage),,IndicNLPTokenizer,or,FALSE,FALSE,FALSE,TRUE
orm,om,Latn,Oromo,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
orv,,Cyrl,Old Russian,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ory,or,Latn,Odia,Indo-European,StanzaTokenizer,kmr,TRUE,TRUE,TRUE,FALSE
ory,or,Orya,Odia,Indo-European,IndicNLPTokenizer,or,FALSE,FALSE,TRUE,TRUE
oss,os,Cyrl,Ossetian,Indo-European,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
ota,,Arab,Ottoman Turkish (1500-1928),,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
otd,,Latn,Ot Danum,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ote,,Latn,Mezquital Otomi,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
otm,,Latn,Eastern Highland Otomi,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
otn,,Latn,Tenango Otomi,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
oto,,Latn,,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
otq,,Latn,Querétaro Otomi,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ots,,Latn,Estado de México Otomi,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
otw,oj,Latn,Ottawa,Algic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
oym,,Latn,Wayampi,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ozm,,Latn,Koonzime,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
pab,,Latn,Parecís,Maipurean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pad,,Latn,Paumarí,Arauan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pag,,Latn,Pangasinan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
pah,,Latn,Tenharim,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pam,,Latn,Pampanga,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
pan,pa,Guru,Panjabi,Indo-European,IndicNLPTokenizer,pa,FALSE,FALSE,TRUE,TRUE
pan,pa,Latn,Panjabi,Indo-European,StanzaTokenizer,kmr,TRUE,TRUE,TRUE,FALSE
pao,,Latn,Northern Paiute,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pap,,Latn,Papiamento,Creole,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pau,,Latn,Palauan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
pbb,,Latn,Páez,Paezan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pbc,,Latn,Patamona,Cariban,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pbi,,Latn,Parkwa,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pbt,ps,Arab,Southern Pashto,Indo-European,IndicNLPTokenizer,ur,TRUE,TRUE,TRUE,TRUE
pcd,,Latn,Picard,Indo-European,SpaCyTokenizer,fr,TRUE,TRUE,FALSE,TRUE
pck,,Latn,Paite Chin,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pcm,,Latn,Nigerian Pidgin,Creole,StanzaTokenizer,pcm,FALSE,FALSE,FALSE,TRUE
pdc,,Latn,Pennsylvania German,Indo-European,SpaCyTokenizer,lb,TRUE,TRUE,FALSE,TRUE
pdt,,Latn,Plautdietsch,Indo-European,SpaCyTokenizer,nl,TRUE,TRUE,FALSE,TRUE
pem,,Latn,Phende,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
pfe,,Latn,Pere,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
pfl,,Latn,Pfaelzisch,Indo-European,SpaCyTokenizer,lb,TRUE,TRUE,FALSE,TRUE
phm,,Latn,Phimbi,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
pib,,Latn,Yine,Maipurean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pio,,Latn,Piapoco,Maipurean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pir,,Latn,Piratapuyo,Tucanoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pis,,Latn,Pijin,Creole,StanzaTokenizer,pcm,TRUE,TRUE,FALSE,TRUE
pjt,,Latn,Pitjantjatjara,Australian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pkb,,Latn,Pokomo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
plg,,Latn,Pilagá,Guaykuruan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pls,,Latn,San Marcos Tlacoyalco Popoloca,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
plt,mg,Latn,Plateau Malagasy,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,TRUE,TRUE
plu,,Latn,Palikúr,Maipurean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
plw,,Latn,Brooke's Point Palawano,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
pma,,Latn,Paama,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
pmf,,Latn,Pamona,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
pmq,,Latn,Northern Pame,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pms,,Latn,Piemontese,Indo-European,SpaCyTokenizer,lij,TRUE,TRUE,FALSE,TRUE
pmx,,Latn,Poumei Naga,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pnb,,Arab,Western Panjabi,Indo-European,IndicNLPTokenizer,ur,TRUE,TRUE,FALSE,TRUE
pne,,Latn,Western Penan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
pnt,,Grek,Pontic,Indo-European,SpaCyTokenizer,el,TRUE,TRUE,FALSE,TRUE
pny,,Latn,Pinyin,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
poe,,Latn,San Juan Atzingo Popoloca,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
poh,,Latn,Poqomchi',Mayan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
poi,,Latn,Highland Popoluca,Mixe-Zoquean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pol,pl,Latn,Polish,Indo-European,SpaCyTokenizer,pl,FALSE,FALSE,TRUE,TRUE
pon,,Latn,Pohnpeian,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
por,pt,Latn,Portuguese,Indo-European,SpaCyTokenizer,pt,FALSE,FALSE,TRUE,TRUE
pos,,Latn,Sayula Popoluca,Mixe-Zoquean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pot,,Latn,Potawatomi,Algic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pov,,Latn,Upper Guinea Crioulo,Creole,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
poy,,Latn,Pogolo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ppk,,Latn,Uma,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ppo,,Latn,Folopa,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pps,,Latn,San Luís Temalacayuca Popoloca,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
prf,,Latn,Paranan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
prg,,Latn,Prussian,Indo-European,SpaCyTokenizer,lv,TRUE,TRUE,FALSE,TRUE
pri,,Latn,Paicî,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
prq,,Latn,Ashéninka Perené,Maipurean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
pse,ms,Latn,Central Malay,Austronesian,SpaCyTokenizer,ms,FALSE,FALSE,FALSE,TRUE
pss,,Latn,Kaulong,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ptp,,Latn,Patep,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ptu,,Latn,Bambam,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
