code_3,code_1,script,name,family,type,tok_code,proxy,auto_assigned,default_code_1,default_script
epo,eo,Latn,Esperanto,Constructed language,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
eri,,Latn,Ogea,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ese,,Latn,Ese Ejja,Tacanan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
esi,ik,Latn,North Alaskan Inupiatun,Eskimo-Aleut,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
esk,ik,Latn,Northwest Alaska Inupiatun,Eskimo-Aleut,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
ess,,Latn,Central Siberian Yupik,Eskimo-Aleut,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
est,et,Latn,Estonian,,SpaCyTokenizer,et,FALSE,FALSE,FALSE,TRUE
esu,,Latn,Central Yupik,Eskimo-Aleut,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
eto,,Latn,Eton (Cameroon),Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
etr,,Latn,Edolo,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
etu,,Latn,Ejagham,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
eus,eu,Latn,Basque,Language isolate,SpaCyTokenizer,eu,FALSE,FALSE,TRUE,TRUE
eve,,Cyrl,Even,Tungusic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ewe,ee,Latn,Ewe,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
ewo,,Latn,Ewondo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ext,,Latn,Extremaduran,Indo-European,SpaCyTokenizer,es,TRUE,TRUE,FALSE,TRUE
eza,,Latn,Ezaa,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
faa,,Latn,Fasu,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
fad,,Latn,Wagi,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
fai,,Latn,Faiwol,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
fal,,Latn,South Fali,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
fan,,Latn,Fang (Equatorial Guinea),Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
fao,fo,Latn,Faroese,Indo-European,SpaCyTokenizer,fo,FALSE,FALSE,TRUE,TRUE
far,,Latn,Fataleka,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
fas,fa,Arab,Persian,Indo-European,SpaCyTokenizer,fa,FALSE,FALSE,TRUE,TRUE
fat,ak,Latn,Fanti,,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
ffm,ff,Latn,Maasina Fulfulde,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
fij,fj,Latn,Fijian,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,TRUE,TRUE
fil,,Latn,Filipino,Austronesian,SpaCyTokenizer,tl,FALSE,FALSE,FALSE,TRUE
fin,fi,Latn,Finnish,Uralic,SpaCyTokenizer,fi,FALSE,FALSE,TRUE,TRUE
fit,,Latn,Tornedalen Finnish,Uralic,SpaCyTokenizer,fi,TRUE,TRUE,FALSE,TRUE
fkv,,Latn,Kven Finnish,Uralic,SpaCyTokenizer,fi,TRUE,TRUE,FALSE,TRUE
fmu,,Deva,Far Western Muria,Dravidian,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
fon,,Latn,Fon,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
for,,Latn,Fore,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
fra,fr,Latn,French,Indo-European,SpaCyTokenizer,fr,FALSE,FALSE,TRUE,TRUE
frd,,Latn,Fordata,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
fro,,Latn,Old French (842-ca. 1400),,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
frp,,Latn,Arpitan,Indo-European,SpaCyTokenizer,fr,TRUE,TRUE,FALSE,TRUE
frr,,Latn,Northern Frisian,Indo-European,SpaCyTokenizer,en,TRUE,TRUE,FALSE,TRUE
fry,fy,Latn,Western Frisian,Indo-European,SpaCyTokenizer,en,TRUE,TRUE,TRUE,TRUE
fub,ff,Latn,Adamawa Fulfulde,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
fud,,Latn,East Futuna,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
fue,ff,Latn,Borgu Fulfulde,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
fuf,ff,Latn,Pular,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
fuh,ff,Latn,Western Niger Fulfulde,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
ful,ff,Arab,Fulah,,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
ful,ff,Latn,Fulah,,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
fuq,ff,Latn,Central-Eastern Niger Fulfulde,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,FALSE,TRUE
fur,,Latn,Friulian,Indo-European,SpaCyTokenizer,fr,TRUE,TRUE,FALSE,TRUE
fuv,ff,Arab,Nigerian Fulfulde,Niger-Congo,WhitespaceTokenizer,,TRUE,TRUE,TRUE,FALSE
fuv,ff,Latn,Nigerian Fulfulde,Niger-Congo,StanzaTokenizer,wo,TRUE,TRUE,TRUE,TRUE
gaa,,Latn,Ga,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gag,,Cyrl,Gagauz,Turkic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
gag,,Latn,Gagauz,Turkic,SpaCyTokenizer,tr,TRUE,TRUE,FALSE,TRUE
gah,,Latn,Alekano,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gai,,Latn,Borei,Ramu-Lower Sepik,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gam,,Latn,Kandawo,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gaw,,Latn,Nobonob,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gaz,om,Latn,West Central Oromo,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
gba,,Latn,Gbaya (Central African Republic),,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gbi,,Latn,Galela,West Papuan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gbo,,Latn,Northern Grebo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gbr,,Latn,Gbagyi,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gcf,,Latn,Guadeloupean Creole French,Creole,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gcr,,Latn,Guianese Creole French,Creole,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gde,,Latn,Gude,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gdg,,Latn,Ga'dang,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
gdn,,Latn,Umanakaina,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gdr,,Latn,Wipi,Eastern Trans-Fly,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
geb,,Latn,Kire,Ramu-Lower Sepik,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gej,,Latn,Gen,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gfk,,Latn,Patpatar,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ghe,,Deva,Southern Ghale,Sino-Tibetan,IndicNLPTokenizer,hi,TRUE,TRUE,FALSE,TRUE
ghs,,Latn,Guhu-Samane,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gid,,Latn,Gidar,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gil,,Latn,Gilbertese,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
giz,,Latn,South Giziga,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gjn,,Latn,Gonja,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gkn,,Latn,Gokana,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gla,gd,Latn,Scottish Gaelic,Indo-European,StanzaTokenizer,gd,FALSE,FALSE,TRUE,TRUE
gle,ga,Latn,Irish,Indo-European,SpaCyTokenizer,ga,FALSE,FALSE,TRUE,TRUE
glg,gl,Latn,Galician,Indo-European,StanzaTokenizer,gl,FALSE,FALSE,TRUE,TRUE
glk,,Arab,Gilaki,Indo-European,IndicNLPTokenizer,ur,TRUE,TRUE,FALSE,TRUE
glv,gv,Latn,Manx,Indo-European,StanzaTokenizer,gv,FALSE,FALSE,TRUE,TRUE
gmh,,Latn,Middle High German (ca. 1050-1500),,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gmv,,Ethi,Gamo,Afro-Asiatic,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
gmv,,Latn,Gamo,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gna,,Latn,Kaansa,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gnb,,Latn,Gangte,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gnd,,Latn,Zulgo-Gemzek,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gng,,Latn,Ngangam,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gnn,,Latn,Gumatj,Australian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gnw,gn,Latn,Western Bolivian Guaraní,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
goa,,Latn,Guro,Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gof,,Ethi,Gofa,Afro-Asiatic,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
gof,,Latn,Gofa,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gog,,Latn,Gogo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
goh,,Latn,Old High German (ca. 750-1050),,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gom,,Deva,Goan Konkani,Indo-European,IndicNLPTokenizer,kK,FALSE,FALSE,FALSE,FALSE
gom,,Latn,Goan Konkani,Indo-European,StanzaTokenizer,kmr,TRUE,TRUE,FALSE,TRUE
gon,,Telu,Gondi,,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
gor,,Latn,Gorontalo,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
gos,,Latn,Gronings,Indo-European,SpaCyTokenizer,nl,TRUE,TRUE,FALSE,TRUE
got,,Goth,Gothic,,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
got,,Latn,Gothic,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gqr,,Latn,Gor,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
grb,,Latn,Grebo,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
grc,,Grek,Ancient Greek (to 1453),Indo-European,SpaCyTokenizer,grc,FALSE,FALSE,FALSE,TRUE
grn,gn,Latn,Guarani,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
grt,,Beng,Garo,Sino-Tibetan,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
gso,,Latn,Southwest Gbaya,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gsw,,Latn,Swiss German,Indo-European,SpaCyTokenizer,de,TRUE,TRUE,FALSE,TRUE
gub,,Latn,Guajajára,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
guc,,Latn,Wayuu,Maipurean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gud,,Latn,Yocoboué Dida,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gug,gn,Latn,Paraguayan Guaraní,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
guh,,Latn,Guahibo,Guajiboan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gui,gn,Latn,Eastern Bolivian Guaraní,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
guj,gu,Gujr,Gujarati,Indo-European,IndicNLPTokenizer,gu,FALSE,FALSE,TRUE,TRUE
guj,gu,Latn,Gujarati,Indo-European,StanzaTokenizer,kmr,TRUE,TRUE,TRUE,FALSE
guk,,Ethi,Gumuz,Nilo-Saharan,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
gul,,Latn,Sea Island Creole English,Creole,StanzaTokenizer,pcm,TRUE,TRUE,FALSE,TRUE
gum,,Latn,Guambiano,Paezan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gun,gn,Latn,Mbyá Guaraní,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
guo,,Latn,Guayabero,Guajiboan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
guq,,Latn,Aché,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gur,,Latn,Farefare,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
guu,,Latn,Yanomamö,Yanomaman,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
guw,,Latn,Gun,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gux,,Latn,Gourmanchéma,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
guz,,Latn,Gusii,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
gvc,,Latn,Guanano,Tucanoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gvf,,Latn,Golin,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gvl,,Latn,Gulay,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gvn,,Latn,Kuku-Yalanji,Australian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gwi,,Latn,Gwichʼin,Eyak-Athabaskan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gwr,,Latn,Gwere,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
gya,,Latn,Northwest Gbaya,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
gym,,Latn,Ngäbere,Chibchan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
gyr,,Latn,Guarayu,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hac,,Arab,Gurani,Indo-European,IndicNLPTokenizer,ur,TRUE,TRUE,FALSE,TRUE
hae,om,Latn,Eastern Oromo,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hag,,Latn,Hanga,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
hak,zh,Hani,Hakka Chinese,Sino-Tibetan,SpaCyTokenizer,zh,FALSE,FALSE,FALSE,TRUE
hak,zh,Latn,Hakka Chinese,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
hat,ht,Latn,Haitian,Creole,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
hau,ha,Latn,Hausa,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
hav,,Latn,Havu,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
haw,,Latn,Hawaiian,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
hay,,Latn,Haya,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
hbo,,Hebr,Ancient Hebrew,Afro-Asiatic,StanzaTokenizer,hbo,FALSE,FALSE,FALSE,TRUE
hbs,sh,Cyrl,Serbo-Croatian,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
hbs,sh,Latn,Serbo-Croatian,,SpaCyTokenizer,sr,TRUE,TRUE,FALSE,TRUE
hch,,Latn,Huichol,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
heb,he,Hebr,Hebrew,Afro-Asiatic,SpaCyTokenizer,he,FALSE,FALSE,TRUE,TRUE
heg,,Latn,Helong,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
heh,,Latn,Hehe,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
her,hz,Latn,Herero,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
hif,,Latn,Fiji Hindi,Indo-European,StanzaTokenizer,kmr,TRUE,TRUE,FALSE,TRUE
hig,,Latn,Kamwe,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hil,,Latn,Hiligaynon,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
hin,hi,Deva,Hindi,Indo-European,IndicNLPTokenizer,hi,FALSE,FALSE,TRUE,TRUE
hin,hi,Latn,Hindi,Indo-European,StanzaTokenizer,kmr,TRUE,TRUE,TRUE,FALSE
hix,,Latn,Hixkaryána,Cariban,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hla,,Latn,Halia,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
hlt,,Latn,Matu Chin,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hmn,,Latn,Hmong,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hmo,ho,Latn,Hiri Motu,Pidgin,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
hmr,,Latn,Hmar,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hne,,Deva,Chhattisgarhi,Indo-European,IndicNLPTokenizer,ne,TRUE,TRUE,FALSE,TRUE
hnj,,Latn,Hmong Njua,Hmong-Mien,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hnn,,Latn,Hanunoo,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
hns,,Latn,Caribbean Hindustani,Indo-European,StanzaTokenizer,kmr,TRUE,TRUE,FALSE,TRUE
hoc,,Latn,Ho,Austro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hoc,,Wara,Ho,Austro-Asiatic,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
hop,,Latn,Hopi,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hot,,Latn,Hote,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
hra,,Latn,Hrangkhol,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hrv,hr,Latn,Croatian,Indo-European,SpaCyTokenizer,hr,FALSE,FALSE,TRUE,TRUE
hrx,,Latn,Hunsrik,Indo-European,SpaCyTokenizer,de,TRUE,TRUE,FALSE,TRUE
hsb,,Latn,Upper Sorbian,Indo-European,SpaCyTokenizer,hsb,FALSE,FALSE,FALSE,TRUE
hto,,Latn,Minica Huitoto,Witotoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hub,,Latn,Huambisa,Jivaroan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hui,,Latn,Huli,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hun,hu,Latn,Hungarian,Uralic,SpaCyTokenizer,hu,FALSE,FALSE,TRUE,TRUE
hus,,Latn,Huastec,Mayan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
huu,,Latn,Murui Huitoto,Witotoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
huv,,Latn,San Mateo Del Mar Huave,Huavean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
hvn,,Latn,Sabu,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
hwc,,Latn,Hawai'i Creole English,Creole,StanzaTokenizer,pcm,TRUE,TRUE,FALSE,TRUE
hye,hy,Armn,Armenian,Indo-European,SpaCyTokenizer,hy,FALSE,FALSE,TRUE,TRUE
hyw,,Armn,Western Armenian,Indo-European,StanzaTokenizer,hyw,FALSE,FALSE,FALSE,TRUE
ian,,Latn,Iatmul,Sepik,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
iba,,Latn,Iban,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ibg,,Latn,Ibanag,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ibo,ig,Latn,Igbo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
icr,,Latn,Islander Creole English,Creole,StanzaTokenizer,pcm,TRUE,TRUE,FALSE,TRUE
ido,io,Latn,Ido,,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
idu,,Latn,Idoma,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ifa,,Latn,Amganad Ifugao,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ifb,,Latn,Batad Ifugao,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ife,,Latn,Ifè,Niger-Congo,SpaCyTokenizer,yo,TRUE,TRUE,FALSE,TRUE
ifk,,Latn,Tuwali Ifugao,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ifu,,Latn,Mayoyao Ifugao,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ify,,Latn,Keley-I Kallahan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ige,,Latn,Igede,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ign,,Latn,Ignaciano,Maipurean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ike,iu,Cans,Eastern Canadian Inuktitut,Eskimo-Aleut,WhitespaceTokenizer,,TRUE,TRUE,TRUE,TRUE
ikk,,Latn,Ika,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ikt,iu,Latn,Inuinnaqtun,Eskimo-Aleut,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
iku,iu,Cans,Inuktitut,,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
iku,iu,Latn,Inuktitut,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,FALSE
ikw,,Latn,Ikwere,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ilb,,Latn,Ila,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ile,ie,Latn,Interlingue,,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
ilo,,Latn,Iloko,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
imo,,Latn,Imbongu,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ina,ia,Latn,Interlingua (International Auxiliary Language Association),,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,TRUE
inb,,Latn,Inga,Quechuan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ind,id,Latn,Indonesian,Austronesian,SpaCyTokenizer,id,FALSE,FALSE,TRUE,TRUE
inh,,Cyrl,Ingush,Nakh-Daghestanian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ino,,Latn,Inoke-Yate,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
iou,,Latn,Tuma-Irumu,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ipi,,Latn,Ipili,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ipk,ik,Latn,Inupiaq,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
iqw,,Latn,Ikwo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
iri,,Latn,Rigwe,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
irk,,Latn,Iraqw,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
iry,,Latn,Iraya,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
isd,,Latn,Isnag,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ish,,Latn,Esan,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
isl,is,Latn,Icelandic,Indo-European,SpaCyTokenizer,is,FALSE,FALSE,TRUE,TRUE
iso,,Latn,Isoko,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
ita,it,Latn,Italian,Indo-European,SpaCyTokenizer,it,FALSE,FALSE,TRUE,TRUE
itl,,Cyrl,Itelmen,Chukotko-Kamchatkan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
itv,,Latn,Itawit,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ium,,Latn,Iu Mien,Hmong-Mien,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ivb,,Latn,Ibatan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
ivv,,Latn,Ivatan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
iws,,Latn,Sepik Iwam,Sepik,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
ixl,,Latn,Ixil,Mayan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
izr,,Latn,Izere,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
izz,,Latn,Izii,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
jaa,,Latn,Jamamadí,Arauan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
jac,,Latn,Popti',Mayan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
jae,,Latn,Yabem,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
